"","cluster_id","cougar_id","Season","Year","form_date","inv_date","carcass_found","species","sex","age","marrow_color","marrow_texture","body_cond","deer","pig","forest_dist","grass_dist","shrub_dist","riparian_dist","NDVI"
"162","SF9_W23-C01","SF09","Winter",2022,2023-11-02,2023-11-03,"Y","deer","M","neonate",1,2,3,10.9691333770752,1.97423577308655,4.69287443161011,4.11087369918823,4.22071361541748,0,0.464738070964813
"163","SF9_W23-1028","SF09","Winter",2022,2023-10-28,2023-11-05,"Y","deer","UNK","neonate",1,2,3,4.7884087562561,0.245044842362404,0,6.12675189971924,3.43398714065552,6.29954290390015,0.560596227645874
"164","SF9_W23-C02","SF09","Winter",2022,2023-11-04,2023-11-06,"Y","deer","F","fawn",0,1,1,15.0748023986816,6.79353332519531,5.59593057632446,4.11087369918823,0,3.43398714065552,0.418763428926468
"165","SF9_W23-1019","SF09","Winter",2022,2023-10-19,2023-11-07,"Y","deer","UNK","neonate",1,2,3,4.47952651977539,0.632739782333374,0,5.91910743713379,4.22071361541748,6.03493881225586,0.652762949466705
"166","SF9_W23-C03","SF09","Winter",2022,2023-11-07,2023-11-08,"Y","deer","F","adult",1,2,3,6.64878606796265,4.06604909896851,5.19849681854248,0,4.11087369918823,5.26317596435547,0.467732846736908
"167","SF9_W23-C04","SF09","Winter",2022,2023-11-11,2023-11-11,"Y","deer","F","adult",0,2,2,14.3142356872559,17.4191341400146,6.20611763000488,0,6.1025185585022,3.77106761932373,0.39002051949501
"168","SF9_W23-C07","SF09","Winter",2022,2023-11-16,2023-11-17,"Y","deer","M","adult",0,1,1,12.332633972168,13.0596618652344,4.11087369918823,4.22071361541748,0,6.23636960983276,0.366222023963928
"169","SF9_W23-C09","SF09","Winter",2022,2023-11-21,2023-11-21,"Y","deer","F","adult",1,2,3,11.4797582626343,9.99469566345215,5.09101629257202,0,3.43398714065552,6.77023553848267,0.403814971446991
"170","SF9_W23-C14","SF09","Winter",2022,2023-12-06,2023-12-07,"Y","deer","UNK","fawn",0,0,0,15.3870391845703,3.72628831863403,3.43398714065552,4.22071361541748,0,3.43398714065552,0.428248941898346
"171","SF9_W23-C15","SF09","Winter",2022,2023-12-06,2023-12-11,"Y","deer","F","adult",0,1,1,16.4906101226807,3.16018915176392,5.01727962493896,3.43398714065552,0,3.43398714065552,0.396989047527313
"172","SF9_W23-C19","SF09","Winter",2022,2023-12-19,2023-12-20,"Y","deer","F","fawn",0,0,0,14.7875356674194,5.13854217529297,5.69704246520996,0,5.01727962493896,3.43398714065552,0.364869117736816
